id	cancer	TLS score
TCGA.CD.5801.01A	STAD	0.500808709
TCGA.CD.5803.01A	STAD	0.551592405
TCGA.CD.5804.01A	STAD	0.350079742
TCGA.CD.5813.01A	STAD	0.509324253
TCGA.CD.8524.01A	STAD	0.36207202
TCGA.CD.8525.01A	STAD	0.531149773
TCGA.CD.8526.01A	STAD	0.351043135
TCGA.CD.8527.01A	STAD	0.252849223
TCGA.CD.8528.01A	STAD	0.148796205
TCGA.CD.8529.01A	STAD	0.4879613
TCGA.CD.8530.01A	STAD	0.32333029
TCGA.CD.8531.01A	STAD	0.314173691
TCGA.CD.8532.01A	STAD	0.410919417
TCGA.CD.8533.01A	STAD	-0.003579142
TCGA.CD.8534.01A	STAD	0.370263371
TCGA.CD.8535.01A	STAD	0.007775609
TCGA.CD.8536.01A	STAD	0.475561402
TCGA.CD.A486.01A	STAD	0.276872119
TCGA.CD.A487.01A	STAD	0.167854953
TCGA.CD.A489.01A	STAD	0.381326558
TCGA.CD.A48A.01A	STAD	0.284814239
TCGA.CD.A48C.01A	STAD	0.412684085
TCGA.CD.A4MG.01A	STAD	0.396120266
TCGA.CD.A4MH.01A	STAD	0.22556872
TCGA.CD.A4MI.01A	STAD	0.571304481
TCGA.CD.A4MJ.01A	STAD	0.326998958
TCGA.CG.4301.01A	STAD	0.364942675
TCGA.CG.4304.01A	STAD	0.424265741
TCGA.CG.4305.01A	STAD	0.485908285
TCGA.CG.4306.01A	STAD	0.386729169
TCGA.CG.4436.01A	STAD	0.317888144
TCGA.CG.4437.01A	STAD	0.481097074
TCGA.CG.4438.01A	STAD	0.464915324
TCGA.CG.4440.01A	STAD	0.240361863
TCGA.CG.4441.01A	STAD	0.373532516
TCGA.CG.4442.01A	STAD	0.378320617
TCGA.CG.4443.01A	STAD	-0.093606082
TCGA.CG.4444.01A	STAD	0.35765262
TCGA.CG.4449.01A	STAD	0.38712186
TCGA.CG.4460.01A	STAD	0.415295749
TCGA.CG.4462.01A	STAD	0.368845236
TCGA.CG.4465.01A	STAD	0.387355436
TCGA.CG.4466.01A	STAD	0.185818602
TCGA.CG.4469.01A	STAD	0.288306028
TCGA.CG.4472.01A	STAD	0.459974428
TCGA.CG.4474.01A	STAD	0.306641336
TCGA.CG.4475.01A	STAD	0.250480039
TCGA.CG.4476.01A	STAD	0.326968132
TCGA.CG.4477.01A	STAD	0.474964367
TCGA.CG.5716.01A	STAD	0.248052283
TCGA.CG.5717.01A	STAD	0.408236325
TCGA.CG.5718.01A	STAD	0.329166785
TCGA.CG.5719.01A	STAD	0.265639464
TCGA.CG.5720.01A	STAD	0.435453006
TCGA.CG.5721.01A	STAD	0.589666108
TCGA.CG.5722.01A	STAD	0.450631853
TCGA.CG.5723.01A	STAD	0.579307779
TCGA.CG.5724.01A	STAD	0.390108559
TCGA.CG.5725.01A	STAD	0.197408992
TCGA.CG.5726.01A	STAD	0.129509867
TCGA.CG.5732.01A	STAD	0.378588253
TCGA.CG.5734.01A	STAD	0.492813845
TCGA.D7.5577.01A	STAD	0.552096594
TCGA.D7.5578.01A	STAD	0.422565164
TCGA.D7.6518.01A	STAD	0.4095307
TCGA.D7.6519.01A	STAD	0.209596044
TCGA.D7.6520.01A	STAD	0.265979395
TCGA.D7.6521.01A	STAD	0.428441313
TCGA.D7.6522.01A	STAD	0.561194019
TCGA.D7.6524.01A	STAD	0.336918007
TCGA.D7.6525.01A	STAD	0.284827529
TCGA.D7.6526.01A	STAD	0.08747394
TCGA.D7.6527.01A	STAD	0.283298852
TCGA.D7.6528.01A	STAD	0.149635864
TCGA.D7.6815.01A	STAD	0.163453358
TCGA.D7.6817.01A	STAD	0.234473966
TCGA.D7.6818.01A	STAD	0.239299847
TCGA.D7.6820.01A	STAD	0.232760466
TCGA.D7.6822.01A	STAD	0.210192185
TCGA.D7.8570.01A	STAD	0.526091975
TCGA.D7.8572.01A	STAD	0.452723585
TCGA.D7.8573.01A	STAD	0.253882033
TCGA.D7.8574.01A	STAD	0.37612814
TCGA.D7.8575.01A	STAD	0.242491362
TCGA.D7.8576.01A	STAD	0.241621647
TCGA.D7.8578.01A	STAD	0.283961517
TCGA.D7.8579.01A	STAD	0.325888793
TCGA.D7.A4YT.01A	STAD	0.105951087
TCGA.D7.A4YU.01A	STAD	0.540411629
TCGA.D7.A4YV.01A	STAD	0.457044743
TCGA.D7.A4YX.01A	STAD	0.447766021
TCGA.D7.A4YY.01A	STAD	0.420212244
TCGA.D7.A4Z0.01A	STAD	0.346308817
TCGA.D7.A6EV.01A	STAD	0.177407325
TCGA.D7.A6EX.01A	STAD	0.209577098
TCGA.D7.A6EY.01A	STAD	0.513765818
TCGA.D7.A6EZ.01A	STAD	0.573282198
TCGA.D7.A6F0.01A	STAD	0.35023423
TCGA.D7.A6F2.01A	STAD	0.314780625
TCGA.D7.A747.01A	STAD	0.363336446
TCGA.D7.A748.01A	STAD	0.380532494
TCGA.D7.A74A.01A	STAD	0.21412086
TCGA.EQ.8122.01A	STAD	0.177919187
TCGA.EQ.A4SO.01A	STAD	0.077280122
TCGA.F1.6177.01A	STAD	0.349041585
TCGA.F1.6874.01A	STAD	0.364557875
TCGA.F1.6875.01A	STAD	-0.092380244
TCGA.F1.A448.01A	STAD	0.356460116
TCGA.F1.A72C.01A	STAD	0.480088407
TCGA.FP.7735.01A	STAD	0.342096684
TCGA.FP.7829.01A	STAD	0.139040171
TCGA.FP.7916.01A	STAD	0.502881775
TCGA.FP.7998.01A	STAD	0.541917024
TCGA.FP.8099.01A	STAD	0.185912289
TCGA.FP.8209.01A	STAD	0.429123271
TCGA.FP.8210.01A	STAD	0.448110227
TCGA.FP.8211.01A	STAD	0.29795805
TCGA.FP.8631.01A	STAD	0.061759684
TCGA.FP.A4BE.01A	STAD	0.444463032
TCGA.FP.A4BF.01A	STAD	0.556061886
TCGA.FP.A8CX.01A	STAD	0.250308766
TCGA.FP.A9TM.01A	STAD	0.286641352
TCGA.HF.7131.01A	STAD	0.17430527
TCGA.HF.7132.01A	STAD	0.444078018
TCGA.HF.7133.01A	STAD	0.417488945
TCGA.HF.7134.01A	STAD	0.097559611
TCGA.HF.7136.01A	STAD	0.008686644
TCGA.HF.A5NB.01A	STAD	0.208295859
TCGA.HJ.7597.01A	STAD	0.40055143
TCGA.HU.8238.01A	STAD	0.449685427
TCGA.HU.8243.01A	STAD	0.169134658
TCGA.HU.8244.01A	STAD	-0.062626291
TCGA.HU.8249.01A	STAD	0.421416838
TCGA.HU.8602.01A	STAD	0.434043092
TCGA.HU.8604.01A	STAD	0.524297453
TCGA.HU.8608.01A	STAD	0.503885678
TCGA.HU.8610.01A	STAD	0.385901451
TCGA.HU.A4G2.01A	STAD	0.372138246
TCGA.HU.A4G3.01A	STAD	0.140641503
TCGA.HU.A4G6.01A	STAD	0.147043806
TCGA.HU.A4G8.01A	STAD	0.457584376
TCGA.HU.A4G9.01A	STAD	-0.004116252
TCGA.HU.A4GC.01A	STAD	0.259057487
TCGA.HU.A4GD.01A	STAD	0.016263499
TCGA.HU.A4GF.01A	STAD	0.212794651
TCGA.HU.A4GH.01A	STAD	0.068860078
TCGA.HU.A4GJ.01A	STAD	0.426382014
TCGA.HU.A4GN.01A	STAD	0.375441809
TCGA.HU.A4GP.01A	STAD	0.168174018
TCGA.HU.A4GQ.01A	STAD	0.432867576
TCGA.HU.A4GT.01A	STAD	0.249954549
TCGA.HU.A4GU.01A	STAD	0.20856076
TCGA.HU.A4GX.01A	STAD	0.409814429
TCGA.HU.A4GY.01A	STAD	0.534770871
TCGA.HU.A4H0.01A	STAD	0.399942456
TCGA.HU.A4H2.01A	STAD	0.314676259
TCGA.HU.A4H3.01A	STAD	0.428408777
TCGA.HU.A4H4.01A	STAD	0.509728693
TCGA.HU.A4H5.01A	STAD	0.171942667
TCGA.HU.A4H6.01A	STAD	0.413114399
TCGA.HU.A4H8.01A	STAD	0.183085777
TCGA.HU.A4HB.01A	STAD	0.411067155
TCGA.HU.A4HD.01A	STAD	0.190122104
TCGA.IN.7806.01A	STAD	0.078385267
TCGA.IN.7808.01A	STAD	0.514765002
TCGA.IN.8462.01A	STAD	0.29349996
TCGA.IN.8663.01A	STAD	0.133912197
TCGA.IN.A6RI.01A	STAD	0.053089242
TCGA.IN.A6RJ.01A	STAD	0.174737108
TCGA.IN.A6RL.01A	STAD	0.321851258
TCGA.IN.A6RN.01A	STAD	0.139840567
TCGA.IN.A6RO.01A	STAD	0.119719174
TCGA.IN.A6RR.01A	STAD	0.209556843
TCGA.IN.A6RS.01A	STAD	0.362043449
TCGA.IN.A7NR.01A	STAD	0.405712564
TCGA.IN.A7NT.01A	STAD	0.340491535
TCGA.IN.A7NU.01A	STAD	0.420761705
TCGA.IN.AB1V.01A	STAD	0.077897987
TCGA.IN.AB1X.01A	STAD	0.346838968
TCGA.IP.7968.01A	STAD	0.30768781
TCGA.KB.A6F7.01A	STAD	0.440684163
TCGA.KB.A93G.01A	STAD	0.197933517
TCGA.KB.A93H.01A	STAD	0.298995371
TCGA.KB.A93J.01A	STAD	0.429322377
TCGA.MX.A5UG.01A	STAD	0.368845162
TCGA.MX.A5UJ.01A	STAD	0.357652607
TCGA.MX.A663.01A	STAD	0.336731011
TCGA.MX.A666.01A	STAD	0.191529832
TCGA.R5.A7O7.01A	STAD	0.328157564
TCGA.R5.A7ZE.01B	STAD	-0.068728386
TCGA.R5.A7ZF.01A	STAD	0.247054533
TCGA.R5.A7ZI.01A	STAD	0.486672878
TCGA.R5.A7ZR.01A	STAD	0.177668102
TCGA.R5.A805.01A	STAD	0.35704739
TCGA.RD.A7BS.01A	STAD	0.491903835
TCGA.RD.A7BT.01A	STAD	0.265262034
TCGA.RD.A7BW.01A	STAD	0.455505442
TCGA.RD.A7C1.01A	STAD	0.523139702
TCGA.RD.A8MV.01A	STAD	0.52594782
TCGA.RD.A8MW.01A	STAD	0.51404695
TCGA.RD.A8N0.01A	STAD	0.45145731
TCGA.RD.A8N1.01A	STAD	0.522500565
TCGA.RD.A8N2.01A	STAD	0.284892866
TCGA.RD.A8N4.01A	STAD	0.438948691
TCGA.RD.A8N5.01A	STAD	0.299311966
TCGA.RD.A8N6.01A	STAD	0.221207722
TCGA.RD.A8N9.01A	STAD	0.381835928
TCGA.RD.A8NB.01A	STAD	0.526137029
TCGA.SW.A7EA.01A	STAD	0.365077168
TCGA.SW.A7EB.01A	STAD	0.369804486
TCGA.VQ.A8DT.01A	STAD	0.115563604
TCGA.VQ.A8DU.01A	STAD	0.305386799
TCGA.VQ.A8DV.01A	STAD	0.087012386
TCGA.VQ.A8DZ.01A	STAD	0.221397638
TCGA.VQ.A8E0.01A	STAD	0.166388109
TCGA.VQ.A8E2.01A	STAD	0.231284514
TCGA.VQ.A8E3.01A	STAD	0.341301828
TCGA.VQ.A8E7.01B	STAD	0.095430138
TCGA.VQ.A8P2.01A	STAD	0.066812031
TCGA.VQ.A8P3.01A	STAD	0.258753625
TCGA.VQ.A8P5.01A	STAD	0.390150053
TCGA.VQ.A8P8.01A	STAD	0.258496354
TCGA.VQ.A8PB.01A	STAD	0.353853721
TCGA.VQ.A8PC.01A	STAD	0.294936608
TCGA.VQ.A8PD.01A	STAD	0.425292775
TCGA.VQ.A8PE.01A	STAD	0.338484605
TCGA.VQ.A8PF.01A	STAD	0.511933812
TCGA.VQ.A8PH.01A	STAD	0.226131782
TCGA.VQ.A8PJ.01A	STAD	0.068656883
TCGA.VQ.A8PK.01A	STAD	0.235540508
TCGA.VQ.A8PM.01A	STAD	0.315805447
TCGA.VQ.A8PO.01A	STAD	0.440210544
TCGA.VQ.A8PP.01A	STAD	0.403167637
TCGA.VQ.A8PQ.01A	STAD	0.425863508
TCGA.VQ.A8PS.01A	STAD	0.468416352
TCGA.VQ.A8PT.01A	STAD	0.139731634
TCGA.VQ.A8PU.01A	STAD	-0.104298289
TCGA.VQ.A8PX.01A	STAD	0.083220828
TCGA.VQ.A8PY.01A	STAD	-0.006485768
TCGA.VQ.A8PZ.01A	STAD	0.086941064
TCGA.VQ.A91A.01A	STAD	0.290425358
TCGA.VQ.A91D.01A	STAD	0.373167687
TCGA.VQ.A91E.01A	STAD	0.263610854
TCGA.VQ.A91K.01A	STAD	0.329952155
TCGA.VQ.A91N.01A	STAD	0.131075493
TCGA.VQ.A91Q.01A	STAD	0.082501788
TCGA.VQ.A91S.01A	STAD	0.292276493
TCGA.VQ.A91U.01A	STAD	0.413044671
TCGA.VQ.A91V.01A	STAD	0.031592126
TCGA.VQ.A91W.01A	STAD	0.284564763
TCGA.VQ.A91X.01A	STAD	-0.048488818
TCGA.VQ.A91Y.01A	STAD	0.473844053
TCGA.VQ.A91Z.01A	STAD	-0.075386028
TCGA.VQ.A922.01A	STAD	0.242059776
TCGA.VQ.A923.01A	STAD	0.502404119
TCGA.VQ.A924.01A	STAD	0.406362099
TCGA.VQ.A925.01A	STAD	0.142522451
TCGA.VQ.A927.01A	STAD	0.210024475
TCGA.VQ.A928.01A	STAD	0.170730422
TCGA.VQ.A92D.01A	STAD	0.174529447
TCGA.VQ.A94O.01A	STAD	0.168718379
TCGA.VQ.A94P.01A	STAD	0.425282946
TCGA.VQ.A94R.01A	STAD	0.340115489
TCGA.VQ.A94T.01A	STAD	0.058981287
TCGA.VQ.A94U.01A	STAD	0.095372264
TCGA.VQ.AA64.01A	STAD	0.19819083
TCGA.VQ.AA68.01A	STAD	0.299930697
TCGA.VQ.AA69.01A	STAD	0.272218553
TCGA.VQ.AA6A.01A	STAD	0.05188989
TCGA.VQ.AA6B.01A	STAD	0.041816168
TCGA.VQ.AA6D.01A	STAD	0.175113289
TCGA.VQ.AA6F.01A	STAD	0.41830658
TCGA.VQ.AA6G.01A	STAD	0.108533843
TCGA.VQ.AA6I.01A	STAD	0.243630601
TCGA.VQ.AA6J.01A	STAD	0.436026653
TCGA.VQ.AA6K.01A	STAD	0.301053991
TCGA.ZA.A8F6.01A	STAD	0.282722352
TCGA.ZQ.A9CR.01A	STAD	0.478446402
TCGA.4C.A93U.01A	THCA	0.268929007
TCGA.BJ.A0YZ.01A	THCA	-0.137561212
TCGA.BJ.A0Z0.01A	THCA	-0.195358045
TCGA.BJ.A0Z2.01A	THCA	-0.034301984
TCGA.BJ.A0Z3.01A	THCA	0.397390505
TCGA.BJ.A0Z5.01A	THCA	0.042824168
TCGA.BJ.A0Z9.01A	THCA	0.142575159
TCGA.BJ.A0ZA.01A	THCA	0.087819987
TCGA.BJ.A0ZB.01A	THCA	0.051174406
TCGA.BJ.A0ZC.01A	THCA	0.03236838
TCGA.BJ.A0ZE.01A	THCA	-0.120910204
TCGA.BJ.A0ZF.01A	THCA	0.097364634
TCGA.BJ.A0ZG.01A	THCA	0.163861785
TCGA.BJ.A0ZH.01A	THCA	0.143459567
TCGA.BJ.A0ZJ.01A	THCA	0.445333745
TCGA.BJ.A18Y.01A	THCA	0.024700697
TCGA.BJ.A18Z.01A	THCA	0.145798334
TCGA.BJ.A190.01A	THCA	-0.131214901
TCGA.BJ.A191.01A	THCA	0.151966708
TCGA.BJ.A192.01A	THCA	0.013910023
TCGA.BJ.A28R.01A	THCA	0.221691851
TCGA.BJ.A28S.01A	THCA	-0.171972579
TCGA.BJ.A28T.01A	THCA	0.56852037
TCGA.BJ.A28V.01A	THCA	-0.22993885
TCGA.BJ.A28W.01A	THCA	0.518977191
TCGA.BJ.A28X.01A	THCA	0.513558966
TCGA.BJ.A28Z.01A	THCA	0.542509183
TCGA.BJ.A290.01A	THCA	-0.032395474
TCGA.BJ.A291.01A	THCA	0.00019287
TCGA.BJ.A2N7.01A	THCA	-0.006628382
TCGA.BJ.A2N8.01A	THCA	0.057900432
TCGA.BJ.A2N9.01A	THCA	0.359183688
TCGA.BJ.A2NA.01A	THCA	0.263581913
TCGA.BJ.A2P4.01A	THCA	0.089484788
TCGA.BJ.A3EZ.01A	THCA	0.105790104
TCGA.BJ.A3F0.01A	THCA	0.015100106
TCGA.BJ.A3PR.01A	THCA	0.583940081
TCGA.BJ.A3PT.01A	THCA	0.310221125
TCGA.BJ.A3PU.01A	THCA	0.165942574
TCGA.BJ.A45C.01A	THCA	-0.197869747
TCGA.BJ.A45D.01A	THCA	0.163920737
TCGA.BJ.A45E.01A	THCA	0.564407492
TCGA.BJ.A45F.01A	THCA	0.050186877
TCGA.BJ.A45G.01A	THCA	0.123681008
TCGA.BJ.A45H.01A	THCA	0.287742252
TCGA.BJ.A45I.01A	THCA	0.47403521
TCGA.BJ.A45J.01A	THCA	0.033181622
TCGA.BJ.A45K.01A	THCA	-0.180487286
TCGA.BJ.A4O8.01A	THCA	0.136090258
TCGA.BJ.A4O9.01A	THCA	-0.08655816
TCGA.CE.A13K.01A	THCA	0.139615801
TCGA.CE.A27D.01A	THCA	0.536700758
TCGA.CE.A3MD.01A	THCA	0.098944829
TCGA.CE.A3ME.01A	THCA	0.171747542
TCGA.CE.A481.01A	THCA	0.379993165
TCGA.CE.A482.01A	THCA	0.044695635
TCGA.CE.A483.01A	THCA	-0.032092112
TCGA.CE.A484.01A	THCA	-0.024652301
TCGA.CE.A485.01A	THCA	0.282715781
TCGA.DE.A0XZ.01A	THCA	0.389399454
TCGA.DE.A0Y2.01A	THCA	0.043688482
TCGA.DE.A0Y3.01B	THCA	0.012633101
TCGA.DE.A2OL.01A	THCA	-0.16623086
TCGA.DE.A3KN.01A	THCA	0.031953348
TCGA.DE.A4M8.01A	THCA	0.528277044
TCGA.DE.A4M9.01A	THCA	-0.071754899
TCGA.DE.A4MA.01A	THCA	0.097909041
TCGA.DE.A4MB.01A	THCA	0.1696993
TCGA.DE.A4MC.01A	THCA	0.225254261
TCGA.DE.A4MD.01A	THCA	-0.044563646
TCGA.DE.A69J.01A	THCA	-0.004793268
TCGA.DE.A69K.01A	THCA	0.111623169
TCGA.DE.A7U5.01A	THCA	0.380772219
TCGA.DJ.A13L.01A	THCA	0.475570357
TCGA.DJ.A13M.01A	THCA	-0.128604701
TCGA.DJ.A13O.01A	THCA	0.399702862
TCGA.DJ.A13P.01A	THCA	-0.031433532
TCGA.DJ.A13R.01A	THCA	0.450037802
TCGA.DJ.A13S.01A	THCA	-0.171262968
TCGA.DJ.A13T.01A	THCA	0.054206011
TCGA.DJ.A13U.01A	THCA	0.041699173
TCGA.DJ.A13V.01A	THCA	0.05199865
TCGA.DJ.A13W.01A	THCA	0.233188758
TCGA.DJ.A13X.01A	THCA	0.157354147
TCGA.DJ.A1QD.01A	THCA	0.168651297
TCGA.DJ.A1QE.01A	THCA	0.095633611
TCGA.DJ.A1QF.01A	THCA	0.030091583
TCGA.DJ.A1QG.01A	THCA	-0.010535963
TCGA.DJ.A1QH.01A	THCA	0.045726437
TCGA.DJ.A1QI.01A	THCA	0.175608969
TCGA.DJ.A1QL.01A	THCA	-0.052926418
TCGA.DJ.A1QM.01A	THCA	0.196264481
TCGA.DJ.A1QN.01A	THCA	0.1090936
TCGA.DJ.A1QO.01A	THCA	0.188034203
TCGA.DJ.A1QQ.01A	THCA	0.138104807
TCGA.DJ.A2PN.01A	THCA	0.020353335
TCGA.DJ.A2PO.01A	THCA	0.301376056
TCGA.DJ.A2PP.01A	THCA	-0.103049957
TCGA.DJ.A2PQ.01A	THCA	-0.032830163
TCGA.DJ.A2PR.01A	THCA	0.239118108
TCGA.DJ.A2PS.01A	THCA	0.276849089
TCGA.DJ.A2PT.01A	THCA	0.306700474
TCGA.DJ.A2PU.01A	THCA	0.02618876
TCGA.DJ.A2PV.01A	THCA	0.210671813
TCGA.DJ.A2PW.01A	THCA	0.121330895
TCGA.DJ.A2PX.01A	THCA	0.430739352
TCGA.DJ.A2PY.01A	THCA	0.074688636
TCGA.DJ.A2PZ.01A	THCA	0.128949626
TCGA.DJ.A2Q0.01A	THCA	-0.067487096
TCGA.DJ.A2Q1.01A	THCA	0.345637833
TCGA.DJ.A2Q2.01A	THCA	0.208839565
TCGA.DJ.A2Q3.01A	THCA	0.431457632
TCGA.DJ.A2Q4.01A	THCA	0.113594444
TCGA.DJ.A2Q5.01A	THCA	0.460576095
TCGA.DJ.A2Q6.01A	THCA	0.224574361
TCGA.DJ.A2Q7.01A	THCA	0.201534956
TCGA.DJ.A2Q9.01A	THCA	0.477771973
TCGA.DJ.A2QA.01A	THCA	0.186029756
TCGA.DJ.A2QB.01A	THCA	-0.05451818
TCGA.DJ.A2QC.01A	THCA	0.039327398
TCGA.DJ.A3UK.01A	THCA	0.025476624
TCGA.DJ.A3UM.01A	THCA	0.116976192
TCGA.DJ.A3UN.01A	THCA	0.202800705
TCGA.DJ.A3UO.01A	THCA	0.003809221
TCGA.DJ.A3UP.01A	THCA	0.060424177
TCGA.DJ.A3UQ.01A	THCA	0.283412223
TCGA.DJ.A3UR.01A	THCA	0.098048854
TCGA.DJ.A3US.01A	THCA	0.463809858
TCGA.DJ.A3UT.01A	THCA	0.03828234
TCGA.DJ.A3UU.01A	THCA	0.315341551
TCGA.DJ.A3UV.01A	THCA	0.29859148
TCGA.DJ.A3UW.01A	THCA	0.460925938
TCGA.DJ.A3UX.01A	THCA	0.417575686
TCGA.DJ.A3UY.01A	THCA	0.243879168
TCGA.DJ.A3UZ.01A	THCA	0.333379752
TCGA.DJ.A3V0.01A	THCA	0.287801565
TCGA.DJ.A3V2.01A	THCA	0.487491283
TCGA.DJ.A3V3.01A	THCA	0.292050199
TCGA.DJ.A3V4.01A	THCA	0.176353039
TCGA.DJ.A3V5.01A	THCA	0.113818794
TCGA.DJ.A3V6.01A	THCA	0.161971384
TCGA.DJ.A3V7.01A	THCA	0.083313787
TCGA.DJ.A3V8.01A	THCA	0.060605416
TCGA.DJ.A3V9.01A	THCA	0.184479232
TCGA.DJ.A3VA.01A	THCA	0.125775726
TCGA.DJ.A3VB.01A	THCA	0.263259228
TCGA.DJ.A3VD.01A	THCA	0.44624043
TCGA.DJ.A3VE.01A	THCA	0.048499868
TCGA.DJ.A3VF.01A	THCA	0.331039006
TCGA.DJ.A3VG.01A	THCA	0.005636683
TCGA.DJ.A3VI.01A	THCA	0.106128689
TCGA.DJ.A3VJ.01A	THCA	0.311352508
TCGA.DJ.A3VK.01A	THCA	0.100458472
TCGA.DJ.A3VL.01A	THCA	0.398109044
TCGA.DJ.A3VM.01A	THCA	0.017279355
TCGA.DJ.A4UL.01A	THCA	0.128148455
TCGA.DJ.A4UP.01A	THCA	0.454905266
TCGA.DJ.A4UQ.01A	THCA	0.192675211
TCGA.DJ.A4UR.01A	THCA	0.15470119
TCGA.DJ.A4UT.01A	THCA	0.485768151
TCGA.DJ.A4UW.01A	THCA	0.212580118
TCGA.DJ.A4V0.01A	THCA	0.509846692
TCGA.DJ.A4V2.01A	THCA	0.106227384
TCGA.DJ.A4V4.01A	THCA	0.126221232
TCGA.DJ.A4V5.01A	THCA	0.341654115
TCGA.DO.A1JZ.01A	THCA	-0.225018961
TCGA.DO.A1K0.01A	THCA	0.029854569
TCGA.DO.A2HM.01B	THCA	0.541513094
TCGA.E3.A3DY.01A	THCA	0.227860396
TCGA.E3.A3DZ.01A	THCA	-0.067777692
TCGA.E3.A3E0.01A	THCA	0.247005248
TCGA.E3.A3E1.01A	THCA	0.162491459
TCGA.E3.A3E2.01A	THCA	0.388431943
TCGA.E3.A3E3.01A	THCA	0.037348145
TCGA.E3.A3E5.01A	THCA	0.076685149
TCGA.E8.A242.01A	THCA	0.388104001
TCGA.E8.A2EA.01A	THCA	0.523080956
TCGA.E8.A2JQ.01A	THCA	0.542578008
TCGA.E8.A3X7.01A	THCA	0.152249693
TCGA.E8.A413.01A	THCA	0.333796279
TCGA.E8.A414.01A	THCA	0.369535211
TCGA.E8.A415.01A	THCA	0.250499218
TCGA.E8.A416.01A	THCA	0.252966457
TCGA.E8.A417.01A	THCA	0.274208384
TCGA.E8.A418.01A	THCA	0.232465866
TCGA.E8.A419.01A	THCA	0.476151509
TCGA.E8.A432.01A	THCA	0.194968657
TCGA.E8.A433.01A	THCA	0.338812607
TCGA.E8.A434.01A	THCA	0.147339203
TCGA.E8.A436.01A	THCA	0.353534461
TCGA.E8.A437.01A	THCA	0.073786555
TCGA.E8.A438.01A	THCA	0.007328609
TCGA.E8.A44K.01A	THCA	0.277844952
TCGA.E8.A44M.01A	THCA	0.524069895
TCGA.EL.A3CL.01A	THCA	0.058487808
TCGA.EL.A3CM.01A	THCA	0.205416417
TCGA.EL.A3CN.01A	THCA	0.417317867
TCGA.EL.A3CO.01A	THCA	0.449722578
TCGA.EL.A3CP.01A	THCA	-0.083010574
TCGA.EL.A3CR.01A	THCA	0.312746285
TCGA.EL.A3CS.01A	THCA	0.054477131
TCGA.EL.A3CT.01A	THCA	0.235904612
TCGA.EL.A3CU.01A	THCA	0.391121924
TCGA.EL.A3CV.01A	THCA	0.533605974
TCGA.EL.A3CW.01A	THCA	0.437377313
TCGA.EL.A3CX.01A	THCA	0.077990401
TCGA.EL.A3CY.01A	THCA	0.546845977
TCGA.EL.A3CZ.01A	THCA	0.089245308
TCGA.EL.A3D0.01A	THCA	-0.000834161
TCGA.EL.A3D1.01A	THCA	0.187748605
TCGA.EL.A3D4.01A	THCA	0.033578198
TCGA.EL.A3D5.01A	THCA	-0.008193296
TCGA.EL.A3D6.01A	THCA	0.203783414
TCGA.EL.A3GO.01A	THCA	0.181676074
TCGA.EL.A3GP.01A	THCA	0.293352259
TCGA.EL.A3GQ.01A	THCA	0.237110113
TCGA.EL.A3GR.01A	THCA	0.208892365
TCGA.EL.A3GS.01A	THCA	0.035785144
TCGA.EL.A3GU.01A	THCA	0.116243655
TCGA.EL.A3GV.01A	THCA	0.249098115
TCGA.EL.A3GW.01A	THCA	0.048713621
TCGA.EL.A3GX.01A	THCA	0.283340969
TCGA.EL.A3GY.01A	THCA	0.17761679
TCGA.EL.A3GZ.01A	THCA	0.134533783
TCGA.EL.A3H1.01A	THCA	0.026008906
TCGA.EL.A3H2.01A	THCA	-0.023482047
TCGA.EL.A3H3.01A	THCA	0.257159449
TCGA.EL.A3H4.01A	THCA	-0.06415703
TCGA.EL.A3H5.01A	THCA	0.384774405
TCGA.EL.A3H7.01A	THCA	0.300161459
TCGA.EL.A3H8.01A	THCA	-0.025299603
TCGA.EL.A3MW.01A	THCA	0.14068535
TCGA.EL.A3MX.01A	THCA	-0.069976287
TCGA.EL.A3MY.01A	THCA	0.21792143
TCGA.EL.A3MZ.01A	THCA	0.097589976
TCGA.EL.A3N2.01A	THCA	0.091543016
TCGA.EL.A3N3.01A	THCA	0.349317583
TCGA.EL.A3T0.01A	THCA	0.269405588
TCGA.EL.A3T1.01A	THCA	0.359483849
TCGA.EL.A3T2.01A	THCA	-0.077389102
TCGA.EL.A3T3.01A	THCA	0.116419818
TCGA.EL.A3T6.01A	THCA	0.425364573
TCGA.EL.A3T7.01A	THCA	0.067704763
TCGA.EL.A3T8.01A	THCA	0.09589519
TCGA.EL.A3T9.01A	THCA	0.087633046
TCGA.EL.A3TA.01A	THCA	0.338853072
TCGA.EL.A3TB.01A	THCA	0.142196691
TCGA.EL.A3ZG.01A	THCA	0.143342704
TCGA.EL.A3ZH.01A	THCA	-0.026879278
TCGA.EL.A3ZK.01A	THCA	0.208970447
TCGA.EL.A3ZL.01A	THCA	0.098913872
TCGA.EL.A3ZM.01A	THCA	0.195698769
TCGA.EL.A3ZN.01A	THCA	0.171219422
TCGA.EL.A3ZO.01A	THCA	0.401618362
TCGA.EL.A3ZP.01A	THCA	0.44202672
TCGA.EL.A3ZQ.01A	THCA	0.2694537
TCGA.EL.A3ZR.01A	THCA	-0.199764622
TCGA.EL.A3ZS.01A	THCA	0.463312953
TCGA.EL.A3ZT.01A	THCA	0.04292406
TCGA.EL.A4JV.01A	THCA	-0.017939925
TCGA.EL.A4JW.01A	THCA	0.231918709
