,logFC,logCPM,LR,PValue,FDR,gene
197,0.586330382910009,3.80661242713458,8.13545036062126,0.00434080642878182,0.0178393633680835,E2F2
1893,-0.830396883383591,2.73167921507304,8.13200442582563,0.00434906406833927,0.0178663242453541,CD209
8630,1.52046186788577,0.0684559137697771,8.13180220182811,0.00434954916276684,0.0178663242453541,TAGLN3
11942,1.41933347199477,-0.811823445819856,8.12942426074774,0.00435525749585615,0.0178852849209061,LDHC
17090,0.340491257379041,2.94763061613943,8.12717171419519,0.00436067184902532,0.0179030291334231,GARS-DT
1076,-1.48499077970254,1.67598146057951,8.12223011818244,0.00437257377836238,0.0179473929488913,GAL
9835,-0.421427997669401,3.64434265339009,8.11423116817201,0.00439190954268722,0.0180192750592454,APOOL
17819,0.435377172625674,5.15743047538897,8.11407508090011,0.00439228771522924,0.0180192750592454,DDX39B
7979,-0.605514137699378,2.92718411609894,8.11274480794494,0.00439551208279469,0.0180279858045084,PCSK6
1782,-0.66821955411907,4.87320936579268,8.11224394403018,0.0043967267207154,0.0180284514395876,TMEM40
6168,-0.347392503466749,5.60830133926213,8.10506782126294,0.00441416700416185,0.0180954322381427,SEC14L1
13563,-0.535478245139248,5.41480485834649,8.10344179585987,0.00441812854641278,0.0181033327169776,PC
4951,-0.728030805483578,4.48901173188431,8.10278726160232,0.00441972423264762,0.0181033327169776,GPR68
40888,-0.629786055484406,0.874715032551608,8.1025984364841,0.00442018467763213,0.0181033327169776,LINC01094
16973,0.417928100108795,5.8185063801791,8.10246218194686,0.00442051696100144,0.0181033327169776,FAM53B
5634,0.345383817141407,3.18879960678528,8.10155428739739,0.00442273168904581,0.0181078734545504,RNF113A
6537,0.311326756001952,4.78747714248385,8.09350273273787,0.00444242224476059,0.0181839448533663,DCAF15
10346,-0.334862247377055,6.76155864617812,8.0928668846343,0.00444398104680953,0.0181857762907194,ADIPOR1
13227,-1.01237455549283,4.76607442756961,8.09241421991652,0.00444509110825501,0.0181857762907194,LRRC15
10727,-0.933474078990487,-0.290191827237827,8.09189413791358,0.00444636684441438,0.0181864512474636,LEXM
13898,-0.398464083234141,2.37694562219412,8.09060313694562,0.00444953521922985,0.0181948651709416,ZNF25
15472,-1.00362911409601,0.393240869146872,8.08718580329298,0.00445793314083574,0.0182246540112119,CCBE1
11028,-0.872572384301833,-0.541823899863784,8.08010334502909,0.00447538933894924,0.0182914502362995,CCDC141
5976,-0.69026182004356,2.48783540964183,8.07668343024322,0.00448384333585897,0.0183214292333464,SGCE
8815,1.30152362319079,2.32385202006656,8.07522138245193,0.00448746246423803,0.0183316424468486,SCUBE3
1489,1.47564334791911,-1.34832952146845,8.07456395914082,0.00448909080810967,0.0183337200801146,EPHA6
10506,-0.3842323995452,5.92089107708394,8.07023109942706,0.00449983774458864,0.0183730282773441,TAOK1
3411,0.559626523574927,4.83232653069099,8.06728109909763,0.00450716971599191,0.0183960067079558,ABCA2
29835,0.402815293672925,2.82310133631451,8.06706285283376,0.00450771263130267,0.0183960067079558,ZNF688
8219,0.333478988079726,6.39851423717078,8.0638335536388,0.00451575371038956,0.0184235160874825,SAE1
12829,-1.20299791906842,3.26137280548107,8.06345232897338,0.00451670393789499,0.0184235160874825,SDR9C7
2066,-0.661083733691713,10.9110948466826,8.06093771571538,0.00452297687956233,0.0184445082064941,DSP
806,-0.596251126424964,4.65600070753722,8.05857479059731,0.00452887950561511,0.0184639801158955,SLC2A3
15701,0.409979228083969,3.65607034581529,8.05735330849596,0.00453193386304645,0.0184718329946875,TSPYL2
2778,0.370837549483432,5.95824814547938,8.05537993478251,0.00453687278351471,0.0184873613948448,TSC2
4228,0.305573249180255,3.08329994772254,8.05467074377152,0.00453864907120992,0.0184899978210799,ZNF346
16620,0.334693135909431,5.15075496592163,8.05394486082557,0.00454046790005745,0.0184928062009056,CYHR1
16223,-0.761052356738054,2.55965771396155,8.05253844533594,0.00454399403677509,0.018502565124128,SOWAHB
1148,-0.288520800714307,4.57754119031913,8.05132907201516,0.00454702838319709,0.0185088090804145,SNX13
857,0.451486746582014,5.27282409445175,8.05102630057007,0.00454778836685442,0.0185088090804145,ISOC2
26950,-0.82098842138923,3.80241436934874,8.04833928666422,0.00455453868480883,0.0185316754190793,ZNF469
1482,0.348598429770745,2.94390114457606,8.04647449657406,0.00455922940854032,0.0185453263285078,RABL2B
6655,-0.778014504463372,6.07443468176629,8.04610515894515,0.00456015903002336,0.0185453263285078,ALDH3B2
2884,-0.243591623021619,5.05614660146511,8.04470455560674,0.00456368609788531,0.0185550614553454,BLOC1S6
2493,-0.656677816583659,1.52282418033541,8.04267835768214,0.004568793485835,0.0185712154278988,SNPH
14757,-1.73249376022269,-0.319762703837864,8.03853002438596,0.00457926825476486,0.018609173277554,FAM216B
4756,0.506290604231562,6.1056683856647,8.03196254289253,0.00459590153938753,0.0186721329787573,CENPF
2935,0.395671345524258,3.90143839630183,8.03029655662293,0.00460013071345631,0.0186846787822923,PYCR3
28786,-0.523018079284269,7.06160832178691,8.02926204091843,0.0046027588682174,0.0186907170013203,MT-ATP8
3331,0.385510476845765,3.77465732904062,8.02830009454503,0.00460520403489169,0.0186916219865448,PSMA2
9569,0.409167227489394,4.23234824087278,8.02827613512071,0.00460526495411481,0.0186916219865448,NADK2
6121,-0.443833695684538,5.47929230303642,8.02637228230029,0.00461010831413767,0.0187051079925493,PLD2
7831,0.707327083647444,2.13248877759114,8.02558499371295,0.00461211267497422,0.0187051079925493,FAM222A
4442,-0.286421537947463,4.29318865599872,8.02523907855191,0.00461299362224197,0.0187051079925493,COQ10B
16037,-0.420234413474721,3.11737795686659,8.02517477741655,0.00461315739778379,0.0187051079925493,TLCD2
13932,-0.339939046107778,6.54766380779785,8.02163566640552,0.00462218068235704,0.0187370547938182,RAB6A
33736,-1.29191685795213,-0.373108754674738,8.01698436384999,0.00463406694267059,0.0187790630030967,LINC02154
7904,-0.675617707948453,1.36642754534954,8.01641964031745,0.00463551219394777,0.0187790630030967,ARMH4
4614,-0.329037680201408,4.50186786779757,8.01577176606288,0.0046371708115823,0.0187790630030967,RO60
29939,1.11508664953121,-0.035842203288289,8.01540271231235,0.00463811589330367,0.0187790630030967,
9383,-0.384820118872463,5.67996187496406,8.0153392960631,0.0046382783109096,0.0187790630030967,TWF1
4580,0.842898341767025,-0.602571346221599,8.01430506576884,0.00464092793252395,0.0187851453743423,DLGAP3
34244,0.544989667416141,1.55664743076648,8.01012203753328,0.00465166027789032,0.0188239332006669,TMEM147-AS1
29853,0.500664577602595,3.47537988456309,8.00585609566234,0.00466263138964037,0.0188636678385426,PET100
13189,-0.596900428456591,3.58898418389686,8.00252031802475,0.00467122867204846,0.0188937813852395,TLN2
4799,-0.726884424917234,-0.525287730180094,7.99831949595669,0.00468207840267858,0.0189329883149065,CA14
6587,0.33281100705616,5.04420951875571,7.99764753052118,0.00468381631033911,0.0189353393701685,PNISR
2502,-0.665058555027818,6.07395544149986,7.99619601753869,0.00468757260868935,0.018945847030874,MYL9
22411,0.734777171918073,-0.627746066320117,7.99503104293677,0.00469058960803579,0.0189533622044348,RPL22P1
12743,0.796886203153706,0.312562086129303,7.99401309178201,0.00469322747171918,0.0189593420662369,KCNAB3
12310,0.658606531179778,6.96986877424508,7.99077404655185,0.00470163101607961,0.0189886049892135,DDIT4
11110,-0.510527498127052,4.55663617605108,7.98970635201769,0.00470440445471116,0.0189951206256439,APBB2
12498,-0.424119620259674,4.41641689984994,7.98779870110356,0.00470936390953324,0.019007792179226,PXDC1
6712,-0.56647292798732,2.3664088403445,7.98760622986323,0.0047098645862774,0.019007792179226,TMCC2
12091,0.533731997752307,2.76056084959718,7.9854796937687,0.00471539996915383,0.0190254420145283,ZNF180
760,0.528757710864896,2.13917574939398,7.98447012628033,0.00471803019704898,0.0190313644780199,ZNF280C
1500,-0.690034192322312,5.5127009883865,7.98354953688718,0.00472042991278469,0.019033884318983,COL5A3
15440,0.727435154221012,-0.170445153221039,7.98333860812764,0.0047209799193422,0.019033884318983,GPR19
